record_id,batch,source_file,page,source_task_id,source_order,task_title,raw_title,l1_scene,l2_skill,normalized_key,l1_scene_en,l2_skill_en,batch_label,task_title_en
batch5_extra:008,batch5_extra,第五批额外补充任务(1)(1).pdf,4,08,8,使用试管夹将空试管放回试管架,使用试管夹将空试管放回试管架,实验室,工具操作/装配/固定,使用试管夹将试管放回试管架,Laboratory,Tool Use / Assembly / Fixing,Batch 5 Supplement,Use a test-tube holder to return an empty test tube to a rack
batch5_extra:009,batch5_extra,第五批额外补充任务(1)(1).pdf,4,09,9,将普通大口试管从试管架移动到另一孔位,将普通大口试管从试管架移动到另一孔位,实验室,插入/拔出/对准,将大口试管从试管架移动到另一孔位,Laboratory,Insert / Remove / Align,Batch 5 Supplement,Move a standard wide-mouth test tube to another rack position
batch5_extra:010,batch5_extra,第五批额外补充任务(1)(1).pdf,4,10,10,将三支普通大口试管整齐放入试管架,将三支普通大口试管整齐放入试管架,实验室,抓取/搬运/收纳,将三支大口试管整齐放入试管架,Laboratory,Pick / Move / Place,Batch 5 Supplement,Place three standard wide-mouth test tubes neatly into a rack
batch5_extra:011,batch5_extra,第五批额外补充任务(1)(1).pdf,4,11,11,垂直取下塑料培养皿上盖,垂直取下塑料培养皿上盖,实验室,开合/密封,垂直取下培养皿上盖,Laboratory,Open / Close / Seal,Batch 5 Supplement,Lift the lid vertically from a plastic Petri dish
batch5_extra:012,batch5_extra,第五批额外补充任务(1)(1).pdf,5,12,12,对准并盖回塑料培养皿上盖,对准并盖回塑料培养皿上盖,实验室,开合/密封,对准并盖回培养皿上盖,Laboratory,Open / Close / Seal,Batch 5 Supplement,Align and replace the lid on a plastic Petri dish
batch5_extra:013,batch5_extra,第五批额外补充任务(1)(1).pdf,5,13,13,从塑料试剂瓶向塑料量筒倒水至目标刻度,从塑料试剂瓶向塑料量筒倒水至目标刻度,实验室,液体倾倒/容器转移,从试剂瓶向量筒倒水至目标刻度,Laboratory,Pour / Container Transfer,Batch 5 Supplement,Pour water from a plastic reagent bottle into a plastic graduated cylinder to a target mark
batch5_extra:014,batch5_extra,第五批额外补充任务(1)(1).pdf,5,14,14,将塑料量筒中的定量清水转移到塑料烧杯,将塑料量筒中的定量清水转移到塑料烧杯,实验室,液体倾倒/容器转移,将量筒中的定量转移到烧杯,Laboratory,Pour / Container Transfer,Batch 5 Supplement,Transfer a measured volume of water from a plastic graduated cylinder into a plastic beaker
batch5_extra:015,batch5_extra,第五批额外补充任务(1)(1).pdf,6,15,15,使用塑料漏斗给洗瓶补充清水,使用塑料漏斗给洗瓶补充清水,实验室,液体倾倒/容器转移,使用漏斗给洗瓶补充,Laboratory,Pour / Container Transfer,Batch 5 Supplement,Refill a wash bottle with water through a plastic funnel
batch5_extra:016,batch5_extra,第五批额外补充任务(1)(1).pdf,6,16,16,使用洗瓶冲洗塑料烧杯内壁并将冲洗液倒入废液烧杯,使用洗瓶冲洗塑料烧杯内壁并将冲洗液倒入废液烧杯,实验室,清洗/擦拭/排液,使用洗瓶冲洗烧杯内壁并将冲洗液倒入废液烧杯,Laboratory,Rinse / Wipe / Drain,Batch 5 Supplement,Rinse the inner wall of a plastic beaker with a wash bottle and pour the rinse into a waste beaker
batch5_extra:017,batch5_extra,第五批额外补充任务(1)(1).pdf,6,17,17,使用大号塑料转移滴管向普通试管加液至标记线,使用大号塑料转移滴管向普通试管加液至标记线,实验室,移液/滴加/注射,使用转移滴管向试管加液至标记线,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a large plastic transfer pipette to fill a test tube to a target line
batch5_extra:018,batch5_extra,第五批额外补充任务(1)(1).pdf,6,18,18,使用大号塑料转移滴管将液体从一支试管转移到另一支,使用大号塑料转移滴管将液体从一支试管转移到另一支,实验室,移液/滴加/注射,使用转移滴管将液体从一支试管转移到另一支,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a large plastic transfer pipette to move liquid from one test tube to another
batch5_extra:019,batch5_extra,第五批额外补充任务(1)(1).pdf,7,19,19,使用大号塑料转移滴管向塑料培养皿中加入模拟培养液,使用大号塑料转移滴管向塑料培养皿中加入模拟培养液,实验室,移液/滴加/注射,使用转移滴管向培养皿中加入培养液,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a large plastic transfer pipette to add simulated culture medium to a plastic Petri dish
batch5_extra:020,batch5_extra,第五批额外补充任务(1)(1).pdf,7,20,20,使用大号塑料转移滴管将培养皿中的液体移入废液烧杯,使用大号塑料转移滴管将培养皿中的液体移入废液烧杯,实验室,移液/滴加/注射,使用转移滴管将培养皿中的液体移入废液烧杯,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a large plastic transfer pipette to move liquid from a Petri dish into a waste beaker
batch5_extra:021,batch5_extra,第五批额外补充任务(1)(1).pdf,7,21,21,将塑料烧杯中的模拟液体转移到塑料锥形瓶,将塑料烧杯中的模拟液体转移到塑料锥形瓶,实验室,液体倾倒/容器转移,将烧杯中的液体转移到锥形瓶,Laboratory,Pour / Container Transfer,Batch 5 Supplement,Transfer simulated liquid from a plastic beaker into a plastic Erlenmeyer flask
batch5_extra:022,batch5_extra,第五批额外补充任务(1)(1).pdf,8,22,22,双手持塑料锥形瓶做圆周摇匀,双手持塑料锥形瓶做圆周摇匀,实验室,混合/搅拌/摇匀,双手持锥形瓶做圆周摇匀,Laboratory,Mix / Stir / Agitate,Batch 5 Supplement,Swirl a plastic Erlenmeyer flask with both hands
batch5_extra:023,batch5_extra,第五批额外补充任务(1)(1).pdf,8,23,23,将带盖塑料培养皿水平移动到实验托盘,将带盖塑料培养皿水平移动到实验托盘,实验室,抓取/搬运/收纳,将培养皿水平移动到实验托盘,Laboratory,Pick / Move / Place,Batch 5 Supplement,Move a lidded plastic Petri dish horizontally onto a lab tray
batch5_extra:024,batch5_extra,第五批额外补充任务(1)(1).pdf,8,24,24,将塑料培养皿中的模拟废液倒入废液烧杯,将塑料培养皿中的模拟废液倒入废液烧杯,实验室,液体倾倒/容器转移,将培养皿中的废液倒入废液烧杯,Laboratory,Pour / Container Transfer,Batch 5 Supplement,Pour simulated waste liquid from a plastic Petri dish into a waste beaker
batch5_extra:025,batch5_extra,第五批额外补充任务(1)(1).pdf,9,25,25,使用洗瓶冲洗塑料培养皿并倒出冲洗液,使用洗瓶冲洗塑料培养皿并倒出冲洗液,实验室,清洗/擦拭/排液,使用洗瓶冲洗培养皿并倒出冲洗液,Laboratory,Rinse / Wipe / Drain,Batch 5 Supplement,Rinse a plastic Petri dish with a wash bottle and pour out the rinse
batch5_extra:026,batch5_extra,第五批额外补充任务(1)(1).pdf,9,26,26,使用药匙将粗盐从储存杯加入大号称量船,使用药匙将粗盐从储存杯加入大号称量船,实验室,固体处理/称量/过滤,使用药匙将粗盐从储存杯加入称量船,Laboratory,Solids / Weighing / Filtration,Batch 5 Supplement,Use a spatula to transfer coarse salt from a storage cup into a large weighing boat
batch5_extra:027,batch5_extra,第五批额外补充任务(1)(1).pdf,9,27,27,将大号称量船中的粗盐倒入塑料烧杯,将大号称量船中的粗盐倒入塑料烧杯,实验室,固体处理/称量/过滤,将称量船中的粗盐倒入烧杯,Laboratory,Solids / Weighing / Filtration,Batch 5 Supplement,Pour coarse salt from a large weighing boat into a plastic beaker
batch5_extra:028,batch5_extra,第五批额外补充任务(1)(1).pdf,9,28,28,使用塑料搅拌棒搅拌烧杯中的盐水,使用塑料搅拌棒搅拌烧杯中的盐水,实验室,混合/搅拌/摇匀,使用搅拌棒搅拌烧杯中的盐水,Laboratory,Mix / Stir / Agitate,Batch 5 Supplement,Stir salt water in a beaker with a plastic stirring rod
batch5_extra:029,batch5_extra,第五批额外补充任务(1)(1).pdf,10,29,29,通过滤纸将含粗砂的混合液过滤到塑料试剂瓶,通过滤纸将含粗砂的混合液过滤到塑料试剂瓶,实验室,固体处理/称量/过滤,通过滤纸将含粗砂的混合液过滤到试剂瓶,Laboratory,Solids / Weighing / Filtration,Batch 5 Supplement,Filter a coarse-sand mixture through filter paper into a plastic reagent bottle
batch5_extra:030,batch5_extra,第五批额外补充任务(1)(1).pdf,10,30,30,使用洗瓶冲洗过滤漏斗内壁并收集冲洗液,使用洗瓶冲洗过滤漏斗内壁并收集冲洗液,实验室,固体处理/称量/过滤,使用洗瓶冲洗过滤漏斗内壁并收集冲洗液,Laboratory,Solids / Weighing / Filtration,Batch 5 Supplement,Rinse the inner wall of a filtration funnel with a wash bottle and collect the rinse
batch5_extra:031,batch5_extra,第五批额外补充任务(1)(1).pdf,13,31,31,使用1 mL移液枪移除离心管中过量液体至目标刻度,使用1 mL移液枪移除离心管中过量液体至目标刻度,实验室,移液/滴加/注射,使用移液枪移除离心管中过量液体至目标刻度,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a 1 mL pipette to remove excess liquid from a centrifuge tube to a target level
batch5_extra:032,batch5_extra,第五批额外补充任务(1)(1).pdf,14,32,32,使用1 mL移液枪吸取模拟沉淀上方的清液,使用1 mL移液枪吸取模拟沉淀上方的清液,实验室,移液/滴加/注射,使用移液枪吸取沉淀上方的清液,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a 1 mL pipette to aspirate supernatant above a simulated pellet
batch5_extra:033,batch5_extra,第五批额外补充任务(1)(1).pdf,15,33,33,使用1 mL移液枪收集倾斜烧杯底部的少量残液,使用1 mL移液枪收集倾斜烧杯底部的少量残液,实验室,移液/滴加/注射,使用移液枪收集倾斜烧杯底部的残液,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a 1 mL pipette to collect a small residual volume from the bottom of a tilted beaker
batch5_extra:034,batch5_extra,第五批额外补充任务(1)(1).pdf,16,34,34,使用1 mL移液枪将离心管内壁残留液滴冲到底部,使用1 mL移液枪将离心管内壁残留液滴冲到底部,实验室,移液/滴加/注射,使用移液枪将离心管内壁残留液滴冲到底部,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a 1 mL pipette to rinse residual droplets on the inner wall of a centrifuge tube to the bottom
batch5_extra:035,batch5_extra,第五批额外补充任务(1)(1).pdf,16,35,35,使用1 mL移液枪向大号pH试纸滴加模拟样液,使用1 mL移液枪向大号pH试纸滴加模拟样液,实验室,移液/滴加/注射,使用移液枪向pH试纸滴加样液,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a 1 mL pipette to dispense simulated sample onto a large pH strip
batch5_extra:036,batch5_extra,第五批额外补充任务(1)(1).pdf,17,36,36,使用1 mL移液枪润湿大号棉签头,使用1 mL移液枪润湿大号棉签头,实验室,移液/滴加/注射,使用移液枪润湿棉签头,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a 1 mL pipette to wet the tip of a large cotton swab
batch5_extra:037,batch5_extra,第五批额外补充任务(1)(1).pdf,17,37,37,使用1 mL移液枪向装有粗盐的样品杯加入清水,使用1 mL移液枪向装有粗盐的样品杯加入清水,实验室,移液/滴加/注射,使用移液枪向装有粗盐的样品杯加入,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a 1 mL pipette to add water to a sample cup containing coarse salt
batch5_extra:038,batch5_extra,第五批额外补充任务(1)(1).pdf,19,38,38,单手捏压空纸杯并投入固定废弃容器（Teleop Task 01）,单手捏压空纸杯并投入固定废弃容器（Teleop Task 01）,通用交互/Teleop对齐,主动触觉/按压/分类,单手捏压纸杯并投入废弃容器,General / Teleop Alignment,Active Tactile / Press / Classify,Batch 5 Supplement,One-handed: squeeze an empty paper cup and drop it into a fixed waste container (Teleop Task 01)
batch5_extra:039,batch5_extra,第五批额外补充任务(1)(1).pdf,19,39,39,单手将玻璃杯翻转后倒置放到沥水垫（Teleop Task 02）,单手将玻璃杯翻转后倒置放到沥水垫（Teleop Task 02）,通用交互/Teleop对齐,清洗/擦拭/排液,单手将杯翻转后倒置放到沥水垫,General / Teleop Alignment,Rinse / Wipe / Drain,Batch 5 Supplement,One-handed: flip a glass cup and place it upside down on a drying mat (Teleop Task 02)
batch5_extra:040,batch5_extra,第五批额外补充任务(1)(1).pdf,19,40,40,单手按下一次大号固定按钮（Teleop Task 03）,单手按下一次大号固定按钮（Teleop Task 03）,通用交互/Teleop对齐,主动触觉/按压/分类,单手按下一次按钮,General / Teleop Alignment,Active Tactile / Press / Classify,Batch 5 Supplement,One-handed: press a large fixed button once (Teleop Task 03)
batch5_extra:041,batch5_extra,第五批额外补充任务(1)(1).pdf,20,41,41,单手将大号旋钮从位置1旋转到位置2（Teleop Task 04）,单手将大号旋钮从位置1旋转到位置2（Teleop Task 04）,通用交互/Teleop对齐,工具操作/装配/固定,单手将旋钮从位置1旋转到位置2,General / Teleop Alignment,Tool Use / Assembly / Fixing,Batch 5 Supplement,One-handed: rotate a large knob from position 1 to position 2 (Teleop Task 04)
batch5_extra:042,batch5_extra,第五批额外补充任务(1)(1).pdf,20,42,42,单手将塑料漏斗插入玻璃试剂瓶（Teleop Task 05）,单手将塑料漏斗插入玻璃试剂瓶（Teleop Task 05）,实验室,插入/拔出/对准,单手将漏斗插入试剂瓶,Laboratory,Insert / Remove / Align,Batch 5 Supplement,One-handed: insert a plastic funnel into a glass reagent bottle (Teleop Task 05)
batch5_extra:043,batch5_extra,第五批额外补充任务(1)(1).pdf,20,43,43,单手从玻璃试剂瓶向玻璃烧杯倒液至目标线（Teleop Task 06）,单手从玻璃试剂瓶向玻璃烧杯倒液至目标线（Teleop Task 06）,实验室,液体倾倒/容器转移,单手从试剂瓶向烧杯倒液至目标线,Laboratory,Pour / Container Transfer,Batch 5 Supplement,One-handed: pour from a glass reagent bottle into a glass beaker to a target line (Teleop Task 06)
batch5_extra:044,batch5_extra,第五批额外补充任务(1)(1).pdf,20,44,44,单手将玻璃烧杯中的液体倒入固定玻璃锥形瓶（Teleop Task 07）,单手将玻璃烧杯中的液体倒入固定玻璃锥形瓶（Teleop Task 07）,实验室,液体倾倒/容器转移,单手将烧杯中的液体倒入锥形瓶,Laboratory,Pour / Container Transfer,Batch 5 Supplement,One-handed: pour liquid from a glass beaker into a fixed glass Erlenmeyer flask (Teleop Task 07)
batch5_extra:045,batch5_extra,第五批额外补充任务(1)(1).pdf,21,45,45,单手将玻璃试管插入固定试管架（Teleop Task 08）,单手将玻璃试管插入固定试管架（Teleop Task 08）,实验室,插入/拔出/对准,单手将试管插入试管架,Laboratory,Insert / Remove / Align,Batch 5 Supplement,One-handed: insert a glass test tube into a fixed rack (Teleop Task 08)
batch5_extra:046,batch5_extra,第五批额外补充任务(1)(1).pdf,21,46,46,单手使用洗瓶向玻璃试管中加入冲洗水（Teleop Task 09）,单手使用洗瓶向玻璃试管中加入冲洗水（Teleop Task 09）,实验室,清洗/擦拭/排液,单手使用洗瓶向试管中加入冲洗水,Laboratory,Rinse / Wipe / Drain,Batch 5 Supplement,One-handed: use a wash bottle to add rinse water to a glass test tube (Teleop Task 09)
batch5_extra:047,batch5_extra,第五批额外补充任务(1)(1).pdf,21,47,47,单手将密闭玻璃试剂瓶倒置三次混匀（Teleop Task 10）,单手将密闭玻璃试剂瓶倒置三次混匀（Teleop Task 10）,实验室,混合/搅拌/摇匀,单手将试剂瓶倒置三次混匀,Laboratory,Mix / Stir / Agitate,Batch 5 Supplement,One-handed: invert a sealed glass reagent bottle three times to mix (Teleop Task 10)
batch5_extra:048,batch5_extra,第五批额外补充任务(1)(1).pdf,22,48,48,使用药匙将粗砂加入装有清水的塑料烧杯,使用药匙将粗砂加入装有清水的塑料烧杯,实验室,固体处理/称量/过滤,使用药匙将粗砂加入装有的烧杯,Laboratory,Solids / Weighing / Filtration,Batch 5 Supplement,Use a spatula to add coarse sand to a plastic beaker containing water
batch5_extra:049,batch5_extra,第五批额外补充任务(1)(1).pdf,22,49,49,使用塑料搅拌棒轻轻搅动含粗砂的混合液,使用塑料搅拌棒轻轻搅动含粗砂的混合液,实验室,混合/搅拌/摇匀,使用搅拌棒轻轻搅动含粗砂的混合液,Laboratory,Mix / Stir / Agitate,Batch 5 Supplement,Gently stir a coarse-sand suspension with a plastic stirring rod
batch5_extra:050,batch5_extra,第五批额外补充任务(1)(1).pdf,22,50,50,将大号圆形滤纸放入塑料漏斗,将大号圆形滤纸放入塑料漏斗,实验室,固体处理/称量/过滤,将圆形滤纸放入漏斗,Laboratory,Solids / Weighing / Filtration,Batch 5 Supplement,Place a large circular filter paper into a plastic funnel
batch5_extra:051,batch5_extra,第五批额外补充任务(1)(1).pdf,22,51,51,将装有滤纸的塑料漏斗安装到塑料试剂瓶,将装有滤纸的塑料漏斗安装到塑料试剂瓶,实验室,插入/拔出/对准,将装有滤纸的漏斗安装到试剂瓶,Laboratory,Insert / Remove / Align,Batch 5 Supplement,Install a plastic funnel containing filter paper onto a plastic reagent bottle
batch5_extra:052,batch5_extra,第五批额外补充任务(1)(1).pdf,23,52,52,过滤完成后取下塑料漏斗并放到托盘,过滤完成后取下塑料漏斗并放到托盘,实验室,插入/拔出/对准,过滤完成后取下漏斗并放到托盘,Laboratory,Insert / Remove / Align,Batch 5 Supplement,Remove the plastic funnel after filtration and place it on a tray
batch5_extra:053,batch5_extra,第五批额外补充任务(1)(1).pdf,23,53,53,使用洗瓶冲洗塑料量筒内壁,使用洗瓶冲洗塑料量筒内壁,实验室,清洗/擦拭/排液,使用洗瓶冲洗量筒内壁,Laboratory,Rinse / Wipe / Drain,Batch 5 Supplement,Rinse the inner wall of a plastic graduated cylinder with a wash bottle
batch5_extra:054,batch5_extra,第五批额外补充任务(1)(1).pdf,23,54,54,将塑料量筒中的冲洗液倒入废液烧杯,将塑料量筒中的冲洗液倒入废液烧杯,实验室,清洗/擦拭/排液,将量筒中的冲洗液倒入废液烧杯,Laboratory,Rinse / Wipe / Drain,Batch 5 Supplement,Pour rinse liquid from a plastic graduated cylinder into a waste beaker
batch5_extra:055,batch5_extra,第五批额外补充任务(1)(1).pdf,24,55,55,使用洗瓶冲洗普通大口塑料试管内壁,使用洗瓶冲洗普通大口塑料试管内壁,实验室,清洗/擦拭/排液,使用洗瓶冲洗大口试管内壁,Laboratory,Rinse / Wipe / Drain,Batch 5 Supplement,Rinse the inner wall of a standard wide-mouth plastic test tube with a wash bottle
batch5_extra:056,batch5_extra,第五批额外补充任务(1)(1).pdf,24,56,56,旋开50 mL离心管盖并放到托盘,旋开50 mL离心管盖并放到托盘,实验室,开合/密封,旋开离心管盖并放到托盘,Laboratory,Open / Close / Seal,Batch 5 Supplement,Unscrew a 50 mL centrifuge-tube cap and place it on a tray
batch5_extra:057,batch5_extra,第五批额外补充任务(1)(1).pdf,24,57,57,对准并旋紧50 mL离心管盖,对准并旋紧50 mL离心管盖,实验室,开合/密封,对准并旋紧离心管盖,Laboratory,Open / Close / Seal,Batch 5 Supplement,Align and tighten a 50 mL centrifuge-tube cap
batch5_extra:058,batch5_extra,第五批额外补充任务(1)(1).pdf,24,58,58,将带盖15 mL离心管插入离心管架,将带盖15 mL离心管插入离心管架,实验室,插入/拔出/对准,将离心管插入离心管架,Laboratory,Insert / Remove / Align,Batch 5 Supplement,Insert a capped 15 mL centrifuge tube into a tube rack
batch5_extra:059,batch5_extra,第五批额外补充任务(1)(1).pdf,25,59,59,将带盖15 mL离心管从离心管架取出并放到托盘,将带盖15 mL离心管从离心管架取出并放到托盘,实验室,抓取/搬运/收纳,将离心管从离心管架取出并放到托盘,Laboratory,Pick / Move / Place,Batch 5 Supplement,Remove a capped 15 mL centrifuge tube from a rack and place it on a tray
batch5_extra:060,batch5_extra,第五批额外补充任务(1)(1).pdf,25,60,60,将带盖50 mL离心管移动到离心管架另一孔位,将带盖50 mL离心管移动到离心管架另一孔位,实验室,抓取/搬运/收纳,将离心管移动到离心管架另一孔位,Laboratory,Pick / Move / Place,Batch 5 Supplement,Move a capped 50 mL centrifuge tube to another rack position
batch5_extra:061,batch5_extra,第五批额外补充任务(1)(1).pdf,25,61,61,旋开15 mL离心管盖并放到托盘,旋开15 mL离心管盖并放到托盘,实验室,开合/密封,旋开离心管盖并放到托盘,Laboratory,Open / Close / Seal,Batch 5 Supplement,Unscrew a 15 mL centrifuge-tube cap and place it on a tray
batch5_extra:062,batch5_extra,第五批额外补充任务(1)(1).pdf,25,62,62,对准并旋紧15 mL离心管盖,对准并旋紧15 mL离心管盖,实验室,开合/密封,对准并旋紧离心管盖,Laboratory,Open / Close / Seal,Batch 5 Supplement,Align and tighten a 15 mL centrifuge-tube cap
batch5_extra:063,batch5_extra,第五批额外补充任务(1)(1).pdf,25,63,63,将三支带盖15 mL离心管依次放入离心管架,将三支带盖15 mL离心管依次放入离心管架,实验室,抓取/搬运/收纳,将三支离心管依次放入离心管架,Laboratory,Pick / Move / Place,Batch 5 Supplement,Place three capped 15 mL centrifuge tubes into a rack one by one
batch5_extra:064,batch5_extra,第五批额外补充任务(1)(1).pdf,25,64,64,将塑料样品杯中的清水倒入塑料烧杯,将塑料样品杯中的清水倒入塑料烧杯,实验室,液体倾倒/容器转移,将样品杯中的倒入烧杯,Laboratory,Pour / Container Transfer,Batch 5 Supplement,Pour water from a plastic sample cup into a plastic beaker
batch5_extra:065,batch5_extra,第五批额外补充任务(1)(1).pdf,26,65,65,将塑料烧杯中的清水倒入宽口塑料样品杯,将塑料烧杯中的清水倒入宽口塑料样品杯,实验室,液体倾倒/容器转移,将烧杯中的倒入样品杯,Laboratory,Pour / Container Transfer,Batch 5 Supplement,Pour water from a plastic beaker into a wide-mouth plastic sample cup
batch5_extra:066,batch5_extra,第五批额外补充任务(1)(1).pdf,26,66,66,将称量船中的粗盐倒入宽口塑料样品杯,将称量船中的粗盐倒入宽口塑料样品杯,实验室,固体处理/称量/过滤,将称量船中的粗盐倒入样品杯,Laboratory,Solids / Weighing / Filtration,Batch 5 Supplement,Pour coarse salt from a weighing boat into a wide-mouth plastic sample cup
batch5_extra:067,batch5_extra,第五批额外补充任务(1)(1).pdf,26,67,67,使用塑料搅拌棒搅拌样品杯中的盐水,使用塑料搅拌棒搅拌样品杯中的盐水,实验室,混合/搅拌/摇匀,使用搅拌棒搅拌样品杯中的盐水,Laboratory,Mix / Stir / Agitate,Batch 5 Supplement,Stir salt water in a sample cup with a plastic stirring rod
batch5_extra:068,batch5_extra,第五批额外补充任务(1)(1).pdf,26,68,68,使用大号转移滴管将烧杯中的清水加入样品杯,使用大号转移滴管将烧杯中的清水加入样品杯,实验室,移液/滴加/注射,使用转移滴管将烧杯中的加入样品杯,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a large transfer pipette to add water from a beaker to a sample cup
batch5_extra:069,batch5_extra,第五批额外补充任务(1)(1).pdf,26,69,69,使用大号转移滴管将样品杯中的液体加入15 mL离心管,使用大号转移滴管将样品杯中的液体加入15 mL离心管,实验室,移液/滴加/注射,使用转移滴管将样品杯中的液体加入离心管,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a large transfer pipette to add liquid from a sample cup to a 15 mL centrifuge tube
batch5_extra:070,batch5_extra,第五批额外补充任务(1)(1).pdf,26,70,70,使用大号转移滴管将15 mL离心管中的液体排入废液烧杯,使用大号转移滴管将15 mL离心管中的液体排入废液烧杯,实验室,移液/滴加/注射,使用转移滴管将离心管中的液体排入废液烧杯,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a large transfer pipette to move liquid from a 15 mL centrifuge tube into a waste beaker
batch5_extra:071,batch5_extra,第五批额外补充任务(1)(1).pdf,27,71,71,使用大号转移滴管向大号pH试纸滴加样液,使用大号转移滴管向大号pH试纸滴加样液,实验室,移液/滴加/注射,使用转移滴管向pH试纸滴加样液,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a large transfer pipette to dispense sample onto a large pH strip
batch5_extra:072,batch5_extra,第五批额外补充任务(1)(1).pdf,27,72,72,使用大号转移滴管润湿大号棉签头,使用大号转移滴管润湿大号棉签头,实验室,移液/滴加/注射,使用转移滴管润湿棉签头,Laboratory,Pipette / Dispense / Inject,Batch 5 Supplement,Use a large transfer pipette to wet the tip of a large cotton swab
batch5_extra:073,batch5_extra,第五批额外补充任务(1)(1).pdf,27,73,73,使用湿棉签擦拭塑料培养皿中央区域,使用湿棉签擦拭塑料培养皿中央区域,实验室,清洗/擦拭/排液,使用湿棉签擦拭培养皿中央区域,Laboratory,Rinse / Wipe / Drain,Batch 5 Supplement,Wipe the center of a plastic Petri dish with a wet cotton swab
batch5_extra:074,batch5_extra,第五批额外补充任务(1)(1).pdf,27,74,74,使用湿棉签擦拭宽口塑料样品杯内壁,使用湿棉签擦拭宽口塑料样品杯内壁,实验室,清洗/擦拭/排液,使用湿棉签擦拭样品杯内壁,Laboratory,Rinse / Wipe / Drain,Batch 5 Supplement,Wipe the inner wall of a wide-mouth plastic sample cup with a wet cotton swab
batch5_extra:075,batch5_extra,第五批额外补充任务(1)(1).pdf,27,75,75,将玻璃试管从固定试管架取出并放到软垫托盘,将玻璃试管从固定试管架取出并放到软垫托盘,实验室,抓取/搬运/收纳,将试管从试管架取出并放到软垫托盘,Laboratory,Pick / Move / Place,Batch 5 Supplement,Remove a glass test tube from a fixed rack and place it on a padded tray
batch5_extra:076,batch5_extra,第五批额外补充任务(1)(1).pdf,27,76,76,将橡胶塞压入玻璃试管口,将橡胶塞压入玻璃试管口,实验室,插入/拔出/对准,将橡胶塞压入试管口,Laboratory,Insert / Remove / Align,Batch 5 Supplement,Press a rubber stopper into a glass test-tube opening
batch5_extra:077,batch5_extra,第五批额外补充任务(1)(1).pdf,28,77,77,从玻璃试管口拔出橡胶塞并放到托盘,从玻璃试管口拔出橡胶塞并放到托盘,实验室,插入/拔出/对准,从试管口拔出橡胶塞并放到托盘,Laboratory,Insert / Remove / Align,Batch 5 Supplement,Remove a rubber stopper from a glass test tube and place it on a tray
batch5_extra:078,batch5_extra,第五批额外补充任务(1)(1).pdf,28,78,78,将玻璃试管中的少量清水倒入废液烧杯,将玻璃试管中的少量清水倒入废液烧杯,实验室,液体倾倒/容器转移,将试管中的倒入废液烧杯,Laboratory,Pour / Container Transfer,Batch 5 Supplement,Pour a small amount of water from a glass test tube into a waste beaker
batch5_extra:079,batch5_extra,第五批额外补充任务(1)(1).pdf,28,79,79,使用塑料漏斗向玻璃试管加入少量清水,使用塑料漏斗向玻璃试管加入少量清水,实验室,液体倾倒/容器转移,使用漏斗向试管加入,Laboratory,Pour / Container Transfer,Batch 5 Supplement,Use a plastic funnel to add a small amount of water to a glass test tube
batch5_extra:080,batch5_extra,第五批额外补充任务(1)(1).pdf,28,80,80,将塑料漏斗插入宽口塑料样品杯,将塑料漏斗插入宽口塑料样品杯,实验室,插入/拔出/对准,将漏斗插入样品杯,Laboratory,Insert / Remove / Align,Batch 5 Supplement,Insert a plastic funnel into a wide-mouth plastic sample cup
batch5_extra:081,batch5_extra,第五批额外补充任务(1)(1).pdf,28,81,81,使用洗瓶润湿漏斗中的滤纸,使用洗瓶润湿漏斗中的滤纸,实验室,固体处理/称量/过滤,使用洗瓶润湿漏斗中的滤纸,Laboratory,Solids / Weighing / Filtration,Batch 5 Supplement,Wet filter paper in a funnel with a wash bottle
batch5_extra:082,batch5_extra,第五批额外补充任务(1)(1).pdf,28,82,82,使用清水冲洗滤纸并收集到塑料试剂瓶,使用清水冲洗滤纸并收集到塑料试剂瓶,实验室,固体处理/称量/过滤,使用冲洗滤纸并收集到试剂瓶,Laboratory,Solids / Weighing / Filtration,Batch 5 Supplement,Rinse filter paper with water and collect the filtrate in a plastic reagent bottle
batch5_extra:083,batch5_extra,第五批额外补充任务(1)(1).pdf,29,83,83,取出使用后的湿滤纸并放到废弃托盘,取出使用后的湿滤纸并放到废弃托盘,实验室,固体处理/称量/过滤,取出使用后的湿滤纸并放到废弃托盘,Laboratory,Solids / Weighing / Filtration,Batch 5 Supplement,Remove used wet filter paper and place it on a waste tray
